2023-02-04 19:16:23,369:WARNING:Failed login: username=1234
2023-02-04 19:16:31,084:WARNING:Failed login: username=
2023-02-04 19:16:37,720:WARNING:Successful login: username=123
2023-02-04 19:27:53,687:WARNING:Successful login: username=123
2023-04-29 00:53:13,631:WARNING:Successful login: username=2, IP=10.100.102.18
2023-04-29 00:53:27,734:WARNING:Successful login: username=max1234, IP=10.100.102.18
2023-04-29 00:59:24,453:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-11 15:15:33,815:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-11 15:21:42,391:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-11 15:49:44,148:WARNING:A client without a server is not a good combination
2023-05-11 20:02:58,371:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-11 20:06:22,686:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-11 20:07:45,852:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-11 20:09:01,781:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 14:33:30,312:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 14:37:08,414:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 14:39:58,221:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 14:43:25,431:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 15:02:22,905:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 15:04:25,906:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 15:59:31,072:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:00:17,939:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-12 16:00:23,359:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:09:12,410:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:21:17,526:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-12 16:21:20,179:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:26:36,109:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:28:19,116:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:29:28,194:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:29:53,041:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 16:34:00,202:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 18:58:06,868:WARNING:A client without a server is not a good combination
2023-05-12 19:10:22,655:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 19:22:20,671:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-12 19:23:09,039:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 10:37:46,300:WARNING:Successful login: username=567, IP=10.100.102.18
2023-05-13 10:48:26,178:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 10:48:36,442:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 10:51:29,201:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-13 10:51:30,593:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 10:51:35,593:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 10:52:38,783:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 10:52:48,083:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:00:23,557:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:00:28,359:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 11:01:31,695:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:01:38,543:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 11:02:00,001:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:06:00,762:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 11:11:31,316:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:11:47,513:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:12:56,979:WARNING:Failed login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:12:59,929:WARNING:Failed login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:13:05,589:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:16:01,008:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:22:17,747:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:24:29,933:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:30:37,098:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-13 11:30:39,241:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:33:10,857:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:33:24,404:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:37:27,564:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-13 11:37:30,026:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:37:49,060:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:38:34,122:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:38:48,951:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:52:44,298:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:53:15,493:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:53:43,383:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:55:03,602:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 11:55:22,423:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 11:58:45,236:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:03:17,898:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:04:15,625:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:05:52,968:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:06:21,331:WARNING:Successful login: username=orit@gmail.com, IP=10.100.102.18
2023-05-13 12:07:17,820:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:09:24,087:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:10:02,222:WARNING:Failed login: username=2, IP=10.100.102.18
2023-05-13 12:10:03,534:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 12:11:31,542:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:11:35,555:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 12:13:36,093:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:14:30,629:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:16:42,056:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:16:48,827:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 12:17:35,400:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:17:38,448:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 12:18:38,884:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:18:41,115:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 12:20:12,477:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 12:21:30,537:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 13:57:13,213:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 13:57:27,353:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 13:59:27,828:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 13:59:38,141:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:02:40,712:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 14:02:43,849:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:05:09,306:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 14:05:14,056:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:07:36,023:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 14:07:42,486:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:09:45,940:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 14:09:48,727:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:12:16,215:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:14:01,514:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 14:14:09,145:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:14:59,682:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 14:15:16,260:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 14:20:17,637:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:04:10,320:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:05:51,720:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:06:58,954:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:10:31,149:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 16:10:34,977:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:11:55,534:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 16:11:58,664:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:46:59,598:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 16:47:18,323:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 16:47:23,159:WARNING:Failed login: username=313, IP=10.100.102.18
2023-05-13 16:56:35,126:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 17:03:15,386:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 17:03:18,149:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 17:05:27,949:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 17:10:29,978:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 17:17:04,955:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 17:21:21,384:WARNING:Failed login: username=, IP=10.100.102.18
2023-05-13 17:26:35,286:WARNING:A client without a server is not a good combination
2023-05-13 17:26:51,945:WARNING:Failed login: username=, IP=10.100.102.18
2023-05-13 17:27:31,558:WARNING:Failed login: username=, IP=10.100.102.18
2023-05-13 17:29:16,154:WARNING:Failed login: username=, IP=10.100.102.18
2023-05-13 17:32:14,904:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-13 19:03:53,629:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:06:13,992:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:16:29,012:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:17:45,787:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:18:59,781:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-13 19:19:01,837:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:19:11,458:WARNING:Successful login: username=2, IP=10.100.102.18
2023-05-13 19:25:09,497:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:26:38,773:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:34:11,827:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-13 19:56:10,854:WARNING:Successful login: username=123, IP=10.100.102.18
2023-05-16 21:28:30,890:WARNING:A client without a server is not a good combination
2023-05-16 21:28:34,570:WARNING:A client without a server is not a good combination
2023-05-23 22:48:38,071:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:48:38,609:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:48:39,152:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:48:39,543:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:48:39,923:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:48:40,386:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-05-23 22:48:41,890:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-05-23 22:48:45,946:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-05-23 22:48:47,850:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-05-23 22:54:31,735:INFO:This is an info message
2023-05-23 22:54:31,736:WARNING:This is a warning message
2023-05-23 22:54:31,736:ERROR:This is an error message
2023-05-23 22:54:31,736:CRITICAL:This is a critical message
2023-05-23 22:54:33,229:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 22:55:19,200:INFO:This is an info message
2023-05-23 22:55:19,200:WARNING:This is a warning message
2023-05-23 22:55:19,201:ERROR:This is an error message
2023-05-23 22:55:19,201:CRITICAL:This is a critical message
2023-05-23 22:55:21,121:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 22:56:51,962:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 22:56:55,353:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:56:57,665:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:56:57,842:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:56:57,992:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:56:58,124:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:56:58,302:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-05-23 22:59:40,021:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:59:41,502:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:59:41,757:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:59:42,132:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:59:42,446:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 22:59:42,825:CRITICAL:Blocked IP=10.100.102.18 for excessive login attempts
2023-05-23 23:05:28,100:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 23:06:18,782:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 23:09:02,656:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 23:26:34,466:WARNING:Failed login: username=55555555555555555555555555555555555555555555555555555555555555555555, IP=10.100.102.18
2023-05-23 23:28:25,587:WARNING:Failed login: username=def handle_add_userself
        self.button_presses  1   Increment the counter each time the button is pressed
        if self.button_presses  10   If the button has been pressed 10 or more times
            self.btn_register.configstateDISABLED   Disable the button

        self.canvas.deleteerror_message
        error_messages  

        if lenself.email.get  0
            error_messages.appendMissing email. 117
        if lenself.password.get  0
            error_messages.appendMissing password. 191
        if lenself.firstname.get  0
            error_messages.appendMissing firstname. 262
        if lenself.firstname.get  10
            error_messages.appendName too long 262
        if lenself.email.get  50
            error_messages.appendEmail too long 117
        if lenself.email.get  0 and lenself.email.get  50
            if self.check_email_existsself.email.get
                error_messages.appendEmail already in use. 117

        if error_messages
            for error y in error_messages
                self.canvas.create_text250 y texterror fillred tagserror_message
        else
            self.client_handler  threading.Threadtargetself.register_user args
            self.client_handler.daemon  True
            self.client_handler.start, IP=10.100.102.18
2023-05-23 23:28:53,192:WARNING:Failed login: username=import argparse
import random
import socket
import threading
from users import 
import ssl
from statistics import Statistics
import os

 Server class
class Serverobject

     Constructor
    def __init__self
         Create argument parser
        parser  argparse.ArgumentParser

         Add arguments for IP address port key file and certificate file
        parser.add_argument-i --ip helpServer IP address default10.100.102.18
        parser.add_argument-p --port helpServer port typeint default8050
        parser.add_argument-k --key helpKey file for SSL defaultNone
        parser.add_argument-c --cert helpCertificate file for SSL defaultNone

         Parse the arguments
        self.args  parser.parse_args

         Initialize other instance variables
        self.count  0
        self.running  True
        self.userDb  User
        self.current_sentence  None
        self.statisticsDB  Statistics
        self.sessions  
        self.clients  
        self.client_threads  

         Set the default key and certificate files if they are not provided
        if self.args.key is None
            self.args.key  os.path.joinos.path.dirnameos.path.abspath__file__ server.key
        if self.args.cert is None
            self.args.cert  os.path.joinos.path.dirnameos.path.abspath__file__ server.crt

    @staticmethod
    def send_messageclient_socket message
        message  message.encodeutf-8
        message_length  lenmessage
        send_length  message_length.to_bytes4 big
        client_socket.sendsend_length
        client_socket.sendmessage

    @staticmethod
    def receive_messageclient_socket
        message_length_header  client_socket.recv4
        if not message_length_header
            return 
        try
            message_length  int.from_bytesmessage_length_header big
        except ValueError
            printfError Received invalid message length header message_length_header
            return 
        message  b
        bytes_received  0
        while bytes_received  message_length
            bytes_to_receive  min1024 message_length - bytes_received
            chunk  client_socket.recvbytes_to_receive
            if not chunk
                break
            message  chunk
            bytes_received  lenchunk
        return message.decodeutf-8

    def startself
        try
            printserver starting up on ip s port s  self.args.ip self.args.port
            self.sock  socket.socketsocket.AF_INET socket.SOCK_STREAM
            self.sock.bindself.args.ip self.args.port
            self.sock.listen3
            if self.args.key and self.args.cert
                context  ssl.SSLContextssl.PROTOCOL_TLSv1_2
                context.load_cert_chaincertfileself.args.cert keyfileself.args.key
                try
                    self.sock  context.wrap_socketself.sock server_sideTrue
                    if hasattrself.sock context and self.sock.context
                        printSocket wrapped with SSL
                    else
                        printError wrapping socket with SSL
                except ssl.SSLError as e
                    printSSL error occurred e
                except ssl.CertificateError as e
                    printCertificate error occurred e

            while True
                printwaiting for a new client
                client_socket client_addresses  self.sock.accept
                self.clients.appendclient_socket
                printnew client entered
                self.send_messageclient_socket Hello this is server
                self.count  1
                printself.count
                client_thread  threading.Threadtargetself.handle_client_connection argsclient_socket
                client_thread.start
                self.client_threads.appendclient_thread

        except socket.error as e
            printSocket error occurred e
        except Exception as e
            printAn unexpected error occurred e

    def handle_client_connectionself client_socket
        current_user  None
        while self.running
            try
                server_data  self.receive_messageclient_socket
                if not server_data
                    raise ConnectionResetErrorClient sent an empty message
                arr  server_data.split
                printserver_data
                if arr is not None and arr0  register and lenarr  4
                    printregister user
                    printarr
                    server_data  self.userDb.insert_userarr1 arr2 arr3
                    printserver data server_data
                    if server_data
                        self.send_messageclient_socket success register
                    else
                        self.send_messageclient_socket failed register

                elif arr is not None and arr0  login and lenarr  3
                    printLogin
                    if arr1 in self.sessions
                        printUser already logged in
                        self.send_messageclient_socket User is already logged in
                    else
                        user_exists  self.userDb.loginarr1 arr2
                        if not user_exists
                            printuser not found
                            self.send_messageclient_socket False
                        else
                            printuser found
                            self.send_messageclient_socket True
                            self.sessionsarr1  client_socket
                            current_user  arr1
                elif arr is not None and arr0  play_game
                    printPlaying game
                    self.sentences  Passwords should be kept secure Protect your data from hackers
                                      Malware can harm your computer
                                      Dont click suspicious email links Use strong passwords always
                                      Use two factor authentication
                    self.current_sentence  random.choiceself.sentences
                    encrypted_sentence  
                    for char in self.current_sentence
                        if char.isalpha
                            shifted_char  chrordchar.lower - 97  3  26  97
                            encrypted_sentence  shifted_char.upper if char.isupper else shifted_char
                        else
                            encrypted_sentence  char
                    encrypted_sentence  encrypted_sentence.strip
                    self.send_messageclient_socket encrypted_sentence

                elif arr is not None and arr0  check_answer and lenarr  3
                    printChecking answer
                    user_input  arr1
                    if user_input.lower  self.current_sentence.lower
                        self.send_messageclient_socket successfully decrypted
                    else
                        self.send_messageclient_socket Game over


                elif arr is not None and arr0  get_statistics and lenarr  2
                    printGetting statistics
                    user_id  arr1
                    avg_statistics  self.statisticsDB.get_average_statisticsuser_id
                    user_number_of_games  self.statisticsDB.get_user_number_of_gamesuser_id
                    user_wpm_history  self.statisticsDB.get_user_wpm_historyuser_id
                    user_accuracy_history  self.statisticsDB.get_user_Accuracy_historyuser_id

                    statistics_data  avg_statistics user_number_of_games user_wpm_history user_accuracy_history
                    self.send_messageclient_socket strstatistics_data


                elif arr is not None and arr0  get_current_user_id and lenarr  1
                    printGetting current user ID
                    current_user  self.userDb.get_current_user
                    if current_user
                        conn  sqlite3.connectusers_new.db
                        cursor  conn.cursor
                        query  SELECT Id FROM Users where email  s  current_user
                        cursor.executequery
                        row  cursor.fetchone
                        if row
                            user_id  row0
                            self.send_messageclient_socket struser_id
                        else
                            self.send_messageclient_socket 
                        cursor.close
                        conn.close


                elif arr is not None and arr0  add_statistics and lenarr  6
                    printAdding statistics
                    user_id  arr1
                    wpm  floatarr2
                    total_words  intarr3
                    wrong_words  intarr4
                    accuracy  floatarr5
                    self.statisticsDB.add_statisticsuser_id wpm total_words wrong_words accuracy
                    self.send_messageclient_socket Statistics added


                elif arr is not None and arr0  check_email_exists and lenarr  2
                    printChecking if email exists
                    email  arr1
                    email_exists  self.userDb.is_exist_by_emailemail
                    if email_exists
                        self.send_messageclient_socket True
                    else
                        self.send_messageclient_socket False
                elif arr is not None and arr0  get_username
                    printGetting username
                    current_user  self.userDb.get_current_user
                    if current_user
                        conn  sqlite3.connectusers_new.db
                        cursor  conn.cursor
                        query  SELECT username FROM Users where email  s  current_user
                        cursor.executequery
                        row  cursor.fetchone
                        if row
                            display_username  row0
                            self.send_messageclient_socket display_username
                        else
                            self.send_messageclient_socket 
                        cursor.close
                        conn.close

                else
                    printInvalid command
                    self.send_messageclient_socket Invalid command

            exceptConnectionResetError ConnectionAbortedError
                printclient disconnected
                if current_user and current_user in self.sessions
                    del self.sessionscurrent_user
                client_socket.close
                self.clients.removeclient_socket
                self.sessions  k v for k v in self.sessions.items if v  client_socket
                break

    def stop_serverself
        self.running  False
        for client in self.clients
            client.close
        for thread in self.client_threads
            thread.join
        self.sock.close

if __name__  __main__
    s  Server
    s.start, IP=10.100.102.18
2023-05-23 23:30:11,918:WARNING:Failed login: username=556645, IP=10.100.102.18
2023-05-23 23:39:47,561:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 23:47:37,498:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 23:52:13,504:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-23 23:55:54,565:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-23 23:55:55,608:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 00:01:33,091:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 00:03:28,244:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 00:07:51,781:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 00:09:28,674:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 00:16:12,402:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:31:51,199:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:32:45,472:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:35:18,548:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:40:36,418:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:41:46,242:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:42:01,460:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:44:19,346:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:44:37,790:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:44:47,169:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:44:49,011:WARNING:Failed login: username=, IP=10.100.102.18
2023-05-24 08:44:51,058:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:47:00,723:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:47:07,565:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:47:30,882:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:52:50,728:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 08:56:03,179:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-24 08:58:09,985:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 14:54:50,999:WARNING:A client without a server is not a good combination
2023-05-24 14:57:24,629:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:16:33,771:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:22:13,273:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:23:08,594:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:23:15,374:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-24 15:23:51,513:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:24:14,252:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:24:29,641:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-24 15:28:38,065:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-24 15:34:06,713:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-24 15:50:36,827:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-24 15:51:11,942:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-24 18:35:35,768:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-24 18:36:13,831:WARNING:Failed login: username=123, IP=10.100.102.18
2023-05-24 18:53:52,683:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:11:28,616:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:11:36,888:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 15:12:21,039:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:25:37,089:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:26:06,632:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:26:23,863:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 15:27:58,997:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:32:40,164:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 15:57:29,702:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:00:43,603:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:01:02,949:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 16:05:57,793:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:06:28,596:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:10:45,814:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:14:24,369:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:15:01,043:WARNING:Failed login: username=124, IP=10.100.102.18
2023-05-30 16:23:43,129:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:24:09,143:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:24:19,960:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 16:24:56,069:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:31:16,417:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 16:31:29,989:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 19:12:46,156:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 19:12:54,193:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 19:13:02,480:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 19:13:07,818:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 19:14:14,823:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 19:14:40,103:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 19:14:46,842:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 20:04:14,672:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 20:34:22,355:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-30 20:34:26,291:INFO:Successful login: username=2, IP=10.100.102.18
2023-05-30 20:34:31,963:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-31 09:02:46,062:INFO:Successful login: username=123, IP=127.0.0.1
2023-05-31 09:02:48,084:WARNING:A client without a server is not a good combination
2023-05-31 09:06:53,109:INFO:Successful login: username=123, IP=10.100.102.18
2023-05-31 09:07:21,466:INFO:Successful login: username=123, IP=10.100.102.18
